contract_type,family_key,routing_bucket,mechanism_group,priority,packet_status,mechanism_question,accepted_current_use,blocked_use,canonical_source_precedence,point_in_time_clock_rules,event_identity_fields,event_measure_fields,inclusion_rules,exclusion_rules,baseline_requirements,matched_control_design,label_windows,required_price_path_labels,residual_definition,liquidity_evidence_requirement,early_stop_rules,remaining_blocker_codes,next_empirical_action,final_judgment_status,safety_statement
event_family_scouting_packet_v1,bankruptcy_or_restructuring,sec_filing,distress,high,packet_spec_completed_pending_empirical_evidence,"Do bankruptcy/restructuring/liquidity crisis disclosures predict halt, gap, tail, or recovery-path regimes?",candidate_family_for_risk_governor,unreviewed_execution_mutation,Official SEC filing or exhibit with accession/document timestamp.;Company IR or exchange/regulator primary source when SEC is not the canonical disclosure surface.;Tier-1 news only as discovery/coverage; official source remains canonical when available.;Derivative news/social summaries cannot establish event identity without source review.,"Preserve event_time_utc and event_time_et separately; do not infer market-session bucket from date alone.;Record source_published_at, source_captured_at, and accepted_as_of_time when available.;Assign premarket/regular/postmarket/closed-session bucket before label-window construction.",event_family;event_id;event_time_utc;event_time_et;source_ref;source_priority;symbol;issuer_or_target_entity;sector_id;affected_universe_ref,severity_tier;official_status;review_required;estimated_scope;resolution_stage,"Include only events matching the mechanism question and source-precedence rules.;Require deterministic event identity, event clock, source reference, and source-quality tier.;Allow family-specific subtypes only when they preserve one coherent mechanism.","Exclude broad routing buckets, generic news sentiment, duplicate coverage, and derivative summaries as primary events.;Exclude events without point-in-time clocks or without enough data for matched controls.;Exclude overlapping canonical events unless the study explicitly models interaction after independent family evidence exists.",Severity ladder and official-vs-allegation status must be assigned before outcome grouping.;Controls must exclude overlapping crisis/legal events and preserve human-review-required flags.,"Match by market regime, sector context, target state, pre-event volatility, trend, and liquidity where applicable.;Exclude windows with same-family events, major overlapping canonical events, and unavailable price labels.;Report event-vs-control deltas for return, absolute return, path range, MFE, and MAE across 1/5/10-day windows.",event_day;h1;h5;h10,forward_return;absolute_forward_return;path_range;maximum_favorable_excursion;maximum_adverse_excursion;gap_return_when_applicable,No special residual definition beyond matched controls unless empirical review finds base-state leakage.,Use ordinary volume/liquidity controls; no dedicated depth evidence required at packet stage.,"Stop before alpha/risk promotion if sample coverage is underpowered, direction flips across windows, or controls are missing.;Stop before directional claims if only path-range/absolute-return relationship is stable.;Stop before training if source precedence, PIT clock, or baseline requirements are unmet.",needs_distress_stage_lifecycle;empirical_association_study_required,"Create multi-stage distress packet with filing stage, financing, creditor, and resolution clocks.",final_judgment_withheld_until_empirical_association_complete,"Packet completion is governance/evidence design only: no provider calls, no training, no model activation, no broker/account mutation, no SQL destructive action, and no artifact deletion."
event_family_scouting_packet_v1,product_launch_or_failure,symbol_news,product_customer,normal,packet_spec_completed_pending_empirical_evidence,"Do product launches, failures, recalls, or safety events have stable symbol/sector path effects by materiality and credibility?",candidate_family_only,news_sentiment_alpha,Primary official source where available.;Timestamped reputable news/source feed as discovery with canonical-source reconciliation.;Derivative coverage only as supporting context after source precedence review.,"Preserve event_time_utc and event_time_et separately; do not infer market-session bucket from date alone.;Record source_published_at, source_captured_at, and accepted_as_of_time when available.;Assign premarket/regular/postmarket/closed-session bucket before label-window construction.",event_family;event_id;event_time_utc;event_time_et;source_ref;source_priority;symbol;issuer_or_target_entity;sector_id;affected_universe_ref,materiality_tier;counterparty;revenue_or_unit_scope;one_time_or_recurring;credibility_tier,"Include only events matching the mechanism question and source-precedence rules.;Require deterministic event identity, event clock, source reference, and source-quality tier.;Allow family-specific subtypes only when they preserve one coherent mechanism.","Exclude broad routing buckets, generic news sentiment, duplicate coverage, and derivative summaries as primary events.;Exclude events without point-in-time clocks or without enough data for matched controls.;Exclude overlapping canonical events unless the study explicitly models interaction after independent family evidence exists.",News candidate must be decomposed into this mechanism family with source quality and materiality review.;Controls must match sector/market/target state and exclude overlapping canonical events.,"Match by market regime, sector context, target state, pre-event volatility, trend, and liquidity where applicable.;Exclude windows with same-family events, major overlapping canonical events, and unavailable price labels.;Report event-vs-control deltas for return, absolute return, path range, MFE, and MAE across 1/5/10-day windows.",event_day;h1;h5;h10,forward_return;absolute_forward_return;path_range;maximum_favorable_excursion;maximum_adverse_excursion;gap_return_when_applicable,No special residual definition beyond matched controls unless empirical review finds base-state leakage.,Use ordinary volume/liquidity controls; no dedicated depth evidence required at packet stage.,"Stop before alpha/risk promotion if sample coverage is underpowered, direction flips across windows, or controls are missing.;Stop before directional claims if only path-range/absolute-return relationship is stable.;Stop before training if source precedence, PIT clock, or baseline requirements are unmet.",needs_news_interpretation_standard;empirical_association_study_required,Create product/customer news packet and source-quality rules before using headlines.,final_judgment_withheld_until_empirical_association_complete,"Packet completion is governance/evidence design only: no provider calls, no training, no model activation, no broker/account mutation, no SQL destructive action, and no artifact deletion."
event_family_scouting_packet_v1,customer_contract_win_loss,symbol_news,product_customer,normal,packet_spec_completed_pending_empirical_evidence,"Do major customer wins, losses, or contract changes create stable residual effects after materiality review?",candidate_family_only,headline_keyword_alpha,Primary official source where available.;Timestamped reputable news/source feed as discovery with canonical-source reconciliation.;Derivative coverage only as supporting context after source precedence review.,"Preserve event_time_utc and event_time_et separately; do not infer market-session bucket from date alone.;Record source_published_at, source_captured_at, and accepted_as_of_time when available.;Assign premarket/regular/postmarket/closed-session bucket before label-window construction.",event_family;event_id;event_time_utc;event_time_et;source_ref;source_priority;symbol;issuer_or_target_entity;sector_id;affected_universe_ref,materiality_tier;counterparty;revenue_or_unit_scope;one_time_or_recurring;credibility_tier,"Include only events matching the mechanism question and source-precedence rules.;Require deterministic event identity, event clock, source reference, and source-quality tier.;Allow family-specific subtypes only when they preserve one coherent mechanism.","Exclude broad routing buckets, generic news sentiment, duplicate coverage, and derivative summaries as primary events.;Exclude events without point-in-time clocks or without enough data for matched controls.;Exclude overlapping canonical events unless the study explicitly models interaction after independent family evidence exists.",News candidate must be decomposed into this mechanism family with source quality and materiality review.;Controls must match sector/market/target state and exclude overlapping canonical events.,"Match by market regime, sector context, target state, pre-event volatility, trend, and liquidity where applicable.;Exclude windows with same-family events, major overlapping canonical events, and unavailable price labels.;Report event-vs-control deltas for return, absolute return, path range, MFE, and MAE across 1/5/10-day windows.",event_day;h1;h5;h10,forward_return;absolute_forward_return;path_range;maximum_favorable_excursion;maximum_adverse_excursion;gap_return_when_applicable,No special residual definition beyond matched controls unless empirical review finds base-state leakage.,Use ordinary volume/liquidity controls; no dedicated depth evidence required at packet stage.,"Stop before alpha/risk promotion if sample coverage is underpowered, direction flips across windows, or controls are missing.;Stop before directional claims if only path-range/absolute-return relationship is stable.;Stop before training if source precedence, PIT clock, or baseline requirements are unmet.",needs_materiality_rules;empirical_association_study_required,"Define customer/contract packet with size, duration, counterparty, and recurring/nonrecurring evidence.",final_judgment_withheld_until_empirical_association_complete,"Packet completion is governance/evidence design only: no provider calls, no training, no model activation, no broker/account mutation, no SQL destructive action, and no artifact deletion."
event_family_scouting_packet_v1,management_change,symbol_news,governance_management,normal,packet_spec_completed_pending_empirical_evidence,"Do CEO/CFO/key executive changes predict gap, drift, or uncertainty regimes by surprise and reason?",candidate_family_only,management_news_alpha,Primary official source where available.;Timestamped reputable news/source feed as discovery with canonical-source reconciliation.;Derivative coverage only as supporting context after source precedence review.,"Preserve event_time_utc and event_time_et separately; do not infer market-session bucket from date alone.;Record source_published_at, source_captured_at, and accepted_as_of_time when available.;Assign premarket/regular/postmarket/closed-session bucket before label-window construction.",event_family;event_id;event_time_utc;event_time_et;source_ref;source_priority;symbol;issuer_or_target_entity;sector_id;affected_universe_ref,event_subtype;materiality_tier;severity_tier;scope_tier;source_quality_tier,"Include only events matching the mechanism question and source-precedence rules.;Require deterministic event identity, event clock, source reference, and source-quality tier.;Allow family-specific subtypes only when they preserve one coherent mechanism.","Exclude broad routing buckets, generic news sentiment, duplicate coverage, and derivative summaries as primary events.;Exclude events without point-in-time clocks or without enough data for matched controls.;Exclude overlapping canonical events unless the study explicitly models interaction after independent family evidence exists.",News candidate must be decomposed into this mechanism family with source quality and materiality review.;Controls must match sector/market/target state and exclude overlapping canonical events.,"Match by market regime, sector context, target state, pre-event volatility, trend, and liquidity where applicable.;Exclude windows with same-family events, major overlapping canonical events, and unavailable price labels.;Report event-vs-control deltas for return, absolute return, path range, MFE, and MAE across 1/5/10-day windows.",event_day;h1;h5;h10,forward_return;absolute_forward_return;path_range;maximum_favorable_excursion;maximum_adverse_excursion;gap_return_when_applicable,No special residual definition beyond matched controls unless empirical review finds base-state leakage.,Use ordinary volume/liquidity controls; no dedicated depth evidence required at packet stage.,"Stop before alpha/risk promotion if sample coverage is underpowered, direction flips across windows, or controls are missing.;Stop before directional claims if only path-range/absolute-return relationship is stable.;Stop before training if source precedence, PIT clock, or baseline requirements are unmet.",needs_departure_reason_taxonomy;empirical_association_study_required,"Split planned succession, resignation, termination, death/health, and activist-driven changes.",final_judgment_withheld_until_empirical_association_complete,"Packet completion is governance/evidence design only: no provider calls, no training, no model activation, no broker/account mutation, no SQL destructive action, and no artifact deletion."
event_family_scouting_packet_v1,analyst_rating_or_price_target_change,symbol_news,market_opinion,normal,packet_spec_completed_pending_empirical_evidence,Do analyst rating/target changes have residual association after controlling for prior momentum and news co-occurrence?,candidate_family_only,analyst_headline_alpha,Primary official source where available.;Timestamped reputable news/source feed as discovery with canonical-source reconciliation.;Derivative coverage only as supporting context after source precedence review.,"Preserve event_time_utc and event_time_et separately; do not infer market-session bucket from date alone.;Record source_published_at, source_captured_at, and accepted_as_of_time when available.;Assign premarket/regular/postmarket/closed-session bucket before label-window construction.",event_family;event_id;event_time_utc;event_time_et;source_ref;source_priority;symbol;issuer_or_target_entity;sector_id;affected_universe_ref,event_subtype;materiality_tier;severity_tier;scope_tier;source_quality_tier,"Include only events matching the mechanism question and source-precedence rules.;Require deterministic event identity, event clock, source reference, and source-quality tier.;Allow family-specific subtypes only when they preserve one coherent mechanism.","Exclude broad routing buckets, generic news sentiment, duplicate coverage, and derivative summaries as primary events.;Exclude events without point-in-time clocks or without enough data for matched controls.;Exclude overlapping canonical events unless the study explicitly models interaction after independent family evidence exists.",News candidate must be decomposed into this mechanism family with source quality and materiality review.;Controls must match sector/market/target state and exclude overlapping canonical events.,"Match by market regime, sector context, target state, pre-event volatility, trend, and liquidity where applicable.;Exclude windows with same-family events, major overlapping canonical events, and unavailable price labels.;Report event-vs-control deltas for return, absolute return, path range, MFE, and MAE across 1/5/10-day windows.",event_day;h1;h5;h10,forward_return;absolute_forward_return;path_range;maximum_favorable_excursion;maximum_adverse_excursion;gap_return_when_applicable,No special residual definition beyond matched controls unless empirical review finds base-state leakage.,Use ordinary volume/liquidity controls; no dedicated depth evidence required at packet stage.,"Stop before alpha/risk promotion if sample coverage is underpowered, direction flips across windows, or controls are missing.;Stop before directional claims if only path-range/absolute-return relationship is stable.;Stop before training if source precedence, PIT clock, or baseline requirements are unmet.",needs_source_identity_and_reiteration_rules;empirical_association_study_required,"Create analyst-action packet and separate initiation, upgrade/downgrade, target-only, reiteration, and consensus context.",final_judgment_withheld_until_empirical_association_complete,"Packet completion is governance/evidence design only: no provider calls, no training, no model activation, no broker/account mutation, no SQL destructive action, and no artifact deletion."
event_family_scouting_packet_v1,supply_chain_disruption,symbol_news,operations_supply_chain,normal,packet_spec_completed_pending_empirical_evidence,"Do supply-chain, production, supplier, or logistics disruptions predict symbol/sector path or volatility effects?",candidate_family_only,generic_negative_news_alpha,Primary official source where available.;Timestamped reputable news/source feed as discovery with canonical-source reconciliation.;Derivative coverage only as supporting context after source precedence review.,"Preserve event_time_utc and event_time_et separately; do not infer market-session bucket from date alone.;Record source_published_at, source_captured_at, and accepted_as_of_time when available.;Assign premarket/regular/postmarket/closed-session bucket before label-window construction.",event_family;event_id;event_time_utc;event_time_et;source_ref;source_priority;symbol;issuer_or_target_entity;sector_id;affected_universe_ref,event_subtype;materiality_tier;severity_tier;scope_tier;source_quality_tier,"Include only events matching the mechanism question and source-precedence rules.;Require deterministic event identity, event clock, source reference, and source-quality tier.;Allow family-specific subtypes only when they preserve one coherent mechanism.","Exclude broad routing buckets, generic news sentiment, duplicate coverage, and derivative summaries as primary events.;Exclude events without point-in-time clocks or without enough data for matched controls.;Exclude overlapping canonical events unless the study explicitly models interaction after independent family evidence exists.",News candidate must be decomposed into this mechanism family with source quality and materiality review.;Controls must match sector/market/target state and exclude overlapping canonical events.,"Match by market regime, sector context, target state, pre-event volatility, trend, and liquidity where applicable.;Exclude windows with same-family events, major overlapping canonical events, and unavailable price labels.;Report event-vs-control deltas for return, absolute return, path range, MFE, and MAE across 1/5/10-day windows.",event_day;h1;h5;h10,forward_return;absolute_forward_return;path_range;maximum_favorable_excursion;maximum_adverse_excursion;gap_return_when_applicable,No special residual definition beyond matched controls unless empirical review finds base-state leakage.,Use ordinary volume/liquidity controls; no dedicated depth evidence required at packet stage.,"Stop before alpha/risk promotion if sample coverage is underpowered, direction flips across windows, or controls are missing.;Stop before directional claims if only path-range/absolute-return relationship is stable.;Stop before training if source precedence, PIT clock, or baseline requirements are unmet.",needs_scope_routing_rules;empirical_association_study_required,Create packet with direct-vs-readthrough scope and duration/materiality rules.,final_judgment_withheld_until_empirical_association_complete,"Packet completion is governance/evidence design only: no provider calls, no training, no model activation, no broker/account mutation, no SQL destructive action, and no artifact deletion."
event_family_scouting_packet_v1,sector_regulation_policy,sector_news,sector_policy,high,packet_spec_completed_pending_empirical_evidence,Do sector-specific regulatory/policy changes produce stable sector ETF and affected-symbol residual effects?,candidate_family_for_sector_risk,broad_news_alpha,Official regulator/government/industry-primary document when available.;Mapped sector/industry source with affected-universe evidence.;GDELT/news may propose candidates but must not define scope without source-quality and readthrough review.,"Preserve event_time_utc and event_time_et separately; do not infer market-session bucket from date alone.;Record source_published_at, source_captured_at, and accepted_as_of_time when available.;Assign premarket/regular/postmarket/closed-session bucket before label-window construction.",event_family;event_id;event_time_utc;event_time_et;source_ref;source_priority;symbol;issuer_or_target_entity;sector_id;affected_universe_ref;country_or_region;macro_series_or_policy_body,event_subtype;materiality_tier;severity_tier;scope_tier;source_quality_tier,"Include only events matching the mechanism question and source-precedence rules.;Require deterministic event identity, event clock, source reference, and source-quality tier.;Allow family-specific subtypes only when they preserve one coherent mechanism.","Exclude broad routing buckets, generic news sentiment, duplicate coverage, and derivative summaries as primary events.;Exclude events without point-in-time clocks or without enough data for matched controls.;Exclude overlapping canonical events unless the study explicitly models interaction after independent family evidence exists.",News candidate must be decomposed into this mechanism family with source quality and materiality review.;Controls must match sector/market/target state and exclude overlapping canonical events.,"Match by market regime, sector context, target state, pre-event volatility, trend, and liquidity where applicable.;Exclude windows with same-family events, major overlapping canonical events, and unavailable price labels.;Report event-vs-control deltas for return, absolute return, path range, MFE, and MAE across 1/5/10-day windows.",event_day;h1;h5;h10,forward_return;absolute_forward_return;path_range;maximum_favorable_excursion;maximum_adverse_excursion;gap_return_when_applicable,No special residual definition beyond matched controls unless empirical review finds base-state leakage.,Use ordinary volume/liquidity controls; no dedicated depth evidence required at packet stage.,"Stop before alpha/risk promotion if sample coverage is underpowered, direction flips across windows, or controls are missing.;Stop before directional claims if only path-range/absolute-return relationship is stable.;Stop before training if source precedence, PIT clock, or baseline requirements are unmet.",needs_sector_scope_mapping;empirical_association_study_required,Create sector-regulation packet with affected industry mapping and official-vs-news source precedence.,final_judgment_withheld_until_empirical_association_complete,"Packet completion is governance/evidence design only: no provider calls, no training, no model activation, no broker/account mutation, no SQL destructive action, and no artifact deletion."
event_family_scouting_packet_v1,commodity_or_input_cost_shock,sector_news,sector_supply_demand,normal,packet_spec_completed_pending_empirical_evidence,Do commodity/input-cost shocks create stable sector and symbol residual effects conditioned on exposure?,candidate_family_only,unconditioned_sector_alpha,Official regulator/government/industry-primary document when available.;Mapped sector/industry source with affected-universe evidence.;GDELT/news may propose candidates but must not define scope without source-quality and readthrough review.,"Preserve event_time_utc and event_time_et separately; do not infer market-session bucket from date alone.;Record source_published_at, source_captured_at, and accepted_as_of_time when available.;Assign premarket/regular/postmarket/closed-session bucket before label-window construction.",event_family;event_id;event_time_utc;event_time_et;source_ref;source_priority;symbol;issuer_or_target_entity;sector_id;affected_universe_ref;country_or_region;macro_series_or_policy_body,event_subtype;materiality_tier;severity_tier;scope_tier;source_quality_tier,"Include only events matching the mechanism question and source-precedence rules.;Require deterministic event identity, event clock, source reference, and source-quality tier.;Allow family-specific subtypes only when they preserve one coherent mechanism.","Exclude broad routing buckets, generic news sentiment, duplicate coverage, and derivative summaries as primary events.;Exclude events without point-in-time clocks or without enough data for matched controls.;Exclude overlapping canonical events unless the study explicitly models interaction after independent family evidence exists.",News candidate must be decomposed into this mechanism family with source quality and materiality review.;Controls must match sector/market/target state and exclude overlapping canonical events.,"Match by market regime, sector context, target state, pre-event volatility, trend, and liquidity where applicable.;Exclude windows with same-family events, major overlapping canonical events, and unavailable price labels.;Report event-vs-control deltas for return, absolute return, path range, MFE, and MAE across 1/5/10-day windows.",event_day;h1;h5;h10,forward_return;absolute_forward_return;path_range;maximum_favorable_excursion;maximum_adverse_excursion;gap_return_when_applicable,No special residual definition beyond matched controls unless empirical review finds base-state leakage.,Use ordinary volume/liquidity controls; no dedicated depth evidence required at packet stage.,"Stop before alpha/risk promotion if sample coverage is underpowered, direction flips across windows, or controls are missing.;Stop before directional claims if only path-range/absolute-return relationship is stable.;Stop before training if source precedence, PIT clock, or baseline requirements are unmet.",needs_exposure_mapping;empirical_association_study_required,"Define commodity exposure map and split producer, consumer, and intermediary effects.",final_judgment_withheld_until_empirical_association_complete,"Packet completion is governance/evidence design only: no provider calls, no training, no model activation, no broker/account mutation, no SQL destructive action, and no artifact deletion."
event_family_scouting_packet_v1,sector_demand_shock,sector_news,sector_supply_demand,normal,packet_spec_completed_pending_empirical_evidence,Do sector demand shocks or industry read-throughs produce stable ETF/symbol effects after base sector context controls?,candidate_family_only,unconditioned_sector_news_alpha,Official regulator/government/industry-primary document when available.;Mapped sector/industry source with affected-universe evidence.;GDELT/news may propose candidates but must not define scope without source-quality and readthrough review.,"Preserve event_time_utc and event_time_et separately; do not infer market-session bucket from date alone.;Record source_published_at, source_captured_at, and accepted_as_of_time when available.;Assign premarket/regular/postmarket/closed-session bucket before label-window construction.",event_family;event_id;event_time_utc;event_time_et;source_ref;source_priority;symbol;issuer_or_target_entity;sector_id;affected_universe_ref,event_subtype;materiality_tier;severity_tier;scope_tier;source_quality_tier,"Include only events matching the mechanism question and source-precedence rules.;Require deterministic event identity, event clock, source reference, and source-quality tier.;Allow family-specific subtypes only when they preserve one coherent mechanism.","Exclude broad routing buckets, generic news sentiment, duplicate coverage, and derivative summaries as primary events.;Exclude events without point-in-time clocks or without enough data for matched controls.;Exclude overlapping canonical events unless the study explicitly models interaction after independent family evidence exists.",News candidate must be decomposed into this mechanism family with source quality and materiality review.;Controls must match sector/market/target state and exclude overlapping canonical events.,"Match by market regime, sector context, target state, pre-event volatility, trend, and liquidity where applicable.;Exclude windows with same-family events, major overlapping canonical events, and unavailable price labels.;Report event-vs-control deltas for return, absolute return, path range, MFE, and MAE across 1/5/10-day windows.",event_day;h1;h5;h10,forward_return;absolute_forward_return;path_range;maximum_favorable_excursion;maximum_adverse_excursion;gap_return_when_applicable,No special residual definition beyond matched controls unless empirical review finds base-state leakage.,Use ordinary volume/liquidity controls; no dedicated depth evidence required at packet stage.,"Stop before alpha/risk promotion if sample coverage is underpowered, direction flips across windows, or controls are missing.;Stop before directional claims if only path-range/absolute-return relationship is stable.;Stop before training if source precedence, PIT clock, or baseline requirements are unmet.",needs_readthrough_rules;empirical_association_study_required,Create packet and separate direct company event from true sector read-through.,final_judgment_withheld_until_empirical_association_complete,"Packet completion is governance/evidence design only: no provider calls, no training, no model activation, no broker/account mutation, no SQL destructive action, and no artifact deletion."
event_family_scouting_packet_v1,cpi_inflation_release,macro_data,macro_release,high,packet_spec_completed_current_risk_only_evidence,"Do CPI/inflation releases and surprise values explain market/sector path, rates, volatility, and risk appetite shifts?",temporary_macro_risk_surprise_evidence_pending_canonical_te_history,macro_alpha_without_surprise_baseline,Trading Economics CPI rows with actual and consensus; canonical surprise = actual - consensus.;Trading Economics CPI rows with actual and te_forecast when consensus is unavailable; fallback surprise = actual - te_forecast.;Official CPI release identity/timestamp cross-check; FRED/BLS series may validate realized values but cannot replace PIT expectation fields.;Temporary public-history diagnostics may remain supporting evidence until the fuller TE expectation-history route is complete.,"Preserve event_time_utc and event_time_et separately; do not infer market-session bucket from date alone.;Record source_published_at, source_captured_at, and accepted_as_of_time when available.;Assign premarket/regular/postmarket/closed-session bucket before label-window construction.;Use official macro release timestamp; surprise fields must be point-in-time expectation values known before release.",event_family;event_id;event_time_utc;event_time_et;source_ref;source_priority;sector_id;affected_universe_ref;country_or_region;macro_series_or_policy_body,actual;consensus;te_forecast;previous;revision;surprise;surprise_abs;metric_name,"Include only events matching the mechanism question and source-precedence rules.;Require deterministic event identity, event clock, source reference, and source-quality tier.;Allow family-specific subtypes only when they preserve one coherent mechanism.","Exclude broad routing buckets, generic news sentiment, duplicate coverage, and derivative summaries as primary events.;Exclude events without point-in-time clocks or without enough data for matched controls.;Exclude overlapping canonical events unless the study explicitly models interaction after independent family evidence exists.","PIT consensus/forecast is required for surprise; TE actual-consensus is canonical when populated, TE actual-te_forecast is fallback.;Realized CPI/FRED/BLS values alone are insufficient for abnormal-surprise classification.;Controls must include market regime, rates-sensitive sector context, and matched non-release dates.","Match by market regime, sector context, target state, pre-event volatility, trend, and liquidity where applicable.;Exclude windows with same-family events, major overlapping canonical events, and unavailable price labels.;Report event-vs-control deltas for return, absolute return, path range, MFE, and MAE across 1/5/10-day windows.;Use non-release macro-control dates and rates-sensitive ETF/sector cohorts; stratify by hot/cool and surprise magnitude.",event_day;h1;h5;h10,forward_return;absolute_forward_return;path_range;maximum_favorable_excursion;maximum_adverse_excursion;gap_return_when_applicable,No special residual definition beyond matched controls unless empirical review finds base-state leakage.,Use ordinary volume/liquidity controls; no dedicated depth evidence required at packet stage.,"Stop before alpha/risk promotion if sample coverage is underpowered, direction flips across windows, or controls are missing.;Stop before directional claims if only path-range/absolute-return relationship is stable.;Stop before training if source precedence, PIT clock, or baseline requirements are unmet.",needs_pit_consensus_surprise;directional_alpha_not_proven;canonical_te_expectation_history_needed;empirical_association_study_required;fuller_te_expectation_history_required,"Complete fuller TE expectation-history route, then rerun CPI surprise association with canonical TE rows.",final_judgment_withheld_until_empirical_association_complete,"Packet completion is governance/evidence design only: no provider calls, no training, no model activation, no broker/account mutation, no SQL destructive action, and no artifact deletion."
event_family_scouting_packet_v1,fomc_rates_policy,macro_news,macro_policy,high,packet_spec_completed_pending_empirical_evidence,"Do FOMC/rates decisions, statements, minutes, or Fed-path repricing explain market/sector risk and trend regimes?",candidate_family_for_layer_1_2_risk,rates_news_alpha_without_policy_standard,Official agency/central-bank/regulator release or accepted primary economic-calendar provider with PIT actual/consensus/forecast fields.;Market-implied expectation route when the family is a policy/rates repricing event.;News/GDELT rows are discovery/coverage only until reconciled to the primary release clock.,"Preserve event_time_utc and event_time_et separately; do not infer market-session bucket from date alone.;Record source_published_at, source_captured_at, and accepted_as_of_time when available.;Assign premarket/regular/postmarket/closed-session bucket before label-window construction.",event_family;event_id;event_time_utc;event_time_et;source_ref;source_priority;sector_id;affected_universe_ref;country_or_region;macro_series_or_policy_body,decision_rate;expected_rate;rate_surprise;statement_shift;dot_plot_shift;press_conference_shift,"Include only events matching the mechanism question and source-precedence rules.;Require deterministic event identity, event clock, source reference, and source-quality tier.;Allow family-specific subtypes only when they preserve one coherent mechanism.","Exclude broad routing buckets, generic news sentiment, duplicate coverage, and derivative summaries as primary events.;Exclude events without point-in-time clocks or without enough data for matched controls.;Exclude overlapping canonical events unless the study explicitly models interaction after independent family evidence exists.","Market-implied expected policy path before announcement is required for surprise/residual classification.;Scheduled decision, statement, minutes, dots, and press conference must be separate subevents/clocks.","Match by market regime, sector context, target state, pre-event volatility, trend, and liquidity where applicable.;Exclude windows with same-family events, major overlapping canonical events, and unavailable price labels.;Report event-vs-control deltas for return, absolute return, path range, MFE, and MAE across 1/5/10-day windows.",event_day;h1;h5;h10,forward_return;absolute_forward_return;path_range;maximum_favorable_excursion;maximum_adverse_excursion;gap_return_when_applicable,No special residual definition beyond matched controls unless empirical review finds base-state leakage.,Use ordinary volume/liquidity controls; no dedicated depth evidence required at packet stage.,"Stop before alpha/risk promotion if sample coverage is underpowered, direction flips across windows, or controls are missing.;Stop before directional claims if only path-range/absolute-return relationship is stable.;Stop before training if source precedence, PIT clock, or baseline requirements are unmet.",needs_official_calendar_and_statement_route;empirical_association_study_required,"Create FOMC/rates packet with scheduled shell, decision, statement, press-conference, and market-implied repricing split.",final_judgment_withheld_until_empirical_association_complete,"Packet completion is governance/evidence design only: no provider calls, no training, no model activation, no broker/account mutation, no SQL destructive action, and no artifact deletion."
event_family_scouting_packet_v1,nfp_employment_release,macro_data,macro_release,normal,packet_spec_completed_pending_empirical_evidence,"Do NFP/employment releases and revisions explain market/sector path, rates, and risk appetite shifts?",candidate_family_for_layer_1_2_risk,macro_alpha_without_surprise_baseline,Official agency/central-bank/regulator release or accepted primary economic-calendar provider with PIT actual/consensus/forecast fields.;Market-implied expectation route when the family is a policy/rates repricing event.;News/GDELT rows are discovery/coverage only until reconciled to the primary release clock.,"Preserve event_time_utc and event_time_et separately; do not infer market-session bucket from date alone.;Record source_published_at, source_captured_at, and accepted_as_of_time when available.;Assign premarket/regular/postmarket/closed-session bucket before label-window construction.;Expectation/comparable baseline must have captured_at/as_of_time earlier than the release/event clock.",event_family;event_id;event_time_utc;event_time_et;source_ref;source_priority;sector_id;affected_universe_ref;country_or_region;macro_series_or_policy_body,payroll_actual;payroll_consensus;payroll_surprise;unemployment_rate;wage_growth;revision,"Include only events matching the mechanism question and source-precedence rules.;Require deterministic event identity, event clock, source reference, and source-quality tier.;Allow family-specific subtypes only when they preserve one coherent mechanism.","Exclude broad routing buckets, generic news sentiment, duplicate coverage, and derivative summaries as primary events.;Exclude events without point-in-time clocks or without enough data for matched controls.;Exclude overlapping canonical events unless the study explicitly models interaction after independent family evidence exists.",PIT payroll/unemployment/wage consensus and revision fields are required.;Official release time and revision treatment must be frozen before labels are generated.,"Match by market regime, sector context, target state, pre-event volatility, trend, and liquidity where applicable.;Exclude windows with same-family events, major overlapping canonical events, and unavailable price labels.;Report event-vs-control deltas for return, absolute return, path range, MFE, and MAE across 1/5/10-day windows.",event_day;h1;h5;h10,forward_return;absolute_forward_return;path_range;maximum_favorable_excursion;maximum_adverse_excursion;gap_return_when_applicable,No special residual definition beyond matched controls unless empirical review finds base-state leakage.,Use ordinary volume/liquidity controls; no dedicated depth evidence required at packet stage.,"Stop before alpha/risk promotion if sample coverage is underpowered, direction flips across windows, or controls are missing.;Stop before directional claims if only path-range/absolute-return relationship is stable.;Stop before training if source precedence, PIT clock, or baseline requirements are unmet.",needs_pit_consensus_surprise;empirical_association_study_required;pit_expectation_or_comparable_baseline_required,"Build or acquire PIT expectation/comparable baseline, then run family-specific association study.",final_judgment_withheld_until_empirical_association_complete,"Packet completion is governance/evidence design only: no provider calls, no training, no model activation, no broker/account mutation, no SQL destructive action, and no artifact deletion."
